Geneid	GeneName	NewName	9_SC1	10_Ssh1	11_SC2	12_Ssh2
ENSG00000226520	KIRREL1-IT1	ENSG00000226520_KIRREL1-IT1	1	1	0	1
ENSG00000226521	AC087499.2	ENSG00000226521_AC087499.2	0	10	0	3
ENSG00000226522	AC004994.1	ENSG00000226522_AC004994.1	0	0	0	0
ENSG00000226523	AC074375.1	ENSG00000226523_AC074375.1	0	0	0	0
ENSG00000226525	RPS7P10	ENSG00000226525_RPS7P10	501	291	306	337
ENSG00000226526	AL049569.1	ENSG00000226526_AL049569.1	0	0	0	0
ENSG00000226527	AP000289.1	ENSG00000226527_AP000289.1	0	0	0	0
ENSG00000226529	MTND1P1	ENSG00000226529_MTND1P1	0	0	0	0
ENSG00000226530	AL158055.1	ENSG00000226530_AL158055.1	4	0	0	5
ENSG00000226532	AL022718.1	ENSG00000226532_AL022718.1	0	0	0	0
ENSG00000226533	BTBD9-AS1	ENSG00000226533_BTBD9-AS1	0	0	0	0
ENSG00000226534	AP000552.1	ENSG00000226534_AP000552.1	0	0	0	0
ENSG00000226535	AL445487.1	ENSG00000226535_AL445487.1	0	3	1	1
ENSG00000226536	SETP15	ENSG00000226536_SETP15	0	0	0	0
ENSG00000226537	OR7E33P	ENSG00000226537_OR7E33P	0	0	0	0
ENSG00000226539	AC012512.1	ENSG00000226539_AC012512.1	0	0	0	0
ENSG00000226540	GAPDHP73	ENSG00000226540_GAPDHP73	0	0	0	0
ENSG00000226541	AL359633.1	ENSG00000226541_AL359633.1	0	0	0	0
ENSG00000226542	AC114814.1	ENSG00000226542_AC114814.1	0	0	0	0
ENSG00000226543	MYL6P1	ENSG00000226543_MYL6P1	0	0	0	0
ENSG00000226544	RPL7P22	ENSG00000226544_RPL7P22	0	0	0	0
ENSG00000226545	AL357552.1	ENSG00000226545_AL357552.1	0	0	0	0
ENSG00000226547	SSU72P1	ENSG00000226547_SSU72P1	0	0	0	0
ENSG00000226548	AC016722.1	ENSG00000226548_AC016722.1	0	0	0	1
ENSG00000226549	SCDP1	ENSG00000226549_SCDP1	54	45	32	41
ENSG00000226552	BX284613.1	ENSG00000226552_BX284613.1	0	0	0	0
ENSG00000226553	AC018735.1	ENSG00000226553_AC018735.1	0	0	1	0
ENSG00000226554	MTCL1P1	ENSG00000226554_MTCL1P1	0	0	0	0
ENSG00000226555	AGKP1	ENSG00000226555_AGKP1	0	0	0	0
ENSG00000226556	NPM1P49	ENSG00000226556_NPM1P49	0	0	0	0
ENSG00000226557	TRAF6P1	ENSG00000226557_TRAF6P1	0	0	0	0
ENSG00000226558	AL590383.1	ENSG00000226558_AL590383.1	0	0	0	0
ENSG00000226562	CYP4F26P	ENSG00000226562_CYP4F26P	221	121	146	200
ENSG00000226564	FTH1P20	ENSG00000226564_FTH1P20	2	11	2	2
ENSG00000226565	AL445493.1	ENSG00000226565_AL445493.1	0	0	0	0
ENSG00000226566	AL390962.1	ENSG00000226566_AL390962.1	0	0	0	0
ENSG00000226567	LINC00606	ENSG00000226567_LINC00606	0	0	0	0
ENSG00000226570	AL450304.1	ENSG00000226570_AL450304.1	0	0	0	0
ENSG00000226571	AL592429.2	ENSG00000226571_AL592429.2	3	1	5	2
ENSG00000226572	SNORD57	ENSG00000226572_SNORD57	0	0	0	0
ENSG00000226573	AC003071.2	ENSG00000226573_AC003071.2	0	0	0	0
ENSG00000226576	AC060234.1	ENSG00000226576_AC060234.1	0	0	0	0
ENSG00000226577	MICC	ENSG00000226577_MICC	0	0	0	0
ENSG00000226578	AL132657.1	ENSG00000226578_AL132657.1	0	1	4	3
ENSG00000226579	MTCYBP31	ENSG00000226579_MTCYBP31	0	0	0	0
ENSG00000226580	RPL39P40	ENSG00000226580_RPL39P40	2	6	1	7
ENSG00000226581	AC092634.3	ENSG00000226581_AC092634.3	0	0	0	1
ENSG00000226582	UBE2V1P5	ENSG00000226582_UBE2V1P5	0	0	0	0
ENSG00000226587	AC006455.1	ENSG00000226587_AC006455.1	0	0	0	0
ENSG00000226590	UBE2V1P10	ENSG00000226590_UBE2V1P10	0	0	0	0
ENSG00000226592	AC004911.1	ENSG00000226592_AC004911.1	0	0	0	0
ENSG00000226594	AL356421.2	ENSG00000226594_AL356421.2	0	0	0	0
ENSG00000226595	AC245291.1	ENSG00000226595_AC245291.1	0	0	0	0
ENSG00000226597	IFNWP9	ENSG00000226597_IFNWP9	0	0	0	0
ENSG00000226599	AL450344.2	ENSG00000226599_AL450344.2	0	0	0	0
ENSG00000226600	CT47A9	ENSG00000226600_CT47A9	0	0	0	0
ENSG00000226601	AL359979.1	ENSG00000226601_AL359979.1	0	0	0	0
ENSG00000226604	PAPPA-AS2	ENSG00000226604_PAPPA-AS2	0	0	0	0
ENSG00000226605	AC092567.1	ENSG00000226605_AC092567.1	0	0	0	0
ENSG00000226608	FTLP3	ENSG00000226608_FTLP3	19	23	13	16
ENSG00000226609	AL390067.1	ENSG00000226609_AL390067.1	3	0	1	4
ENSG00000226611	OFD1P2Y	ENSG00000226611_OFD1P2Y	0	0	0	0
ENSG00000226616	OR52M2P	ENSG00000226616_OR52M2P	0	0	0	0
ENSG00000226617	RPL21P110	ENSG00000226617_RPL21P110	0	0	0	0
ENSG00000226619	AL137001.1	ENSG00000226619_AL137001.1	0	0	0	0
ENSG00000226620	LINC00343	ENSG00000226620_LINC00343	0	0	0	0
ENSG00000226621	AC083855.1	ENSG00000226621_AC083855.1	0	0	0	0
ENSG00000226622	AC092155.1	ENSG00000226622_AC092155.1	0	0	0	0
ENSG00000226624	AC005099.1	ENSG00000226624_AC005099.1	0	0	0	0
ENSG00000226625	RBM17P1	ENSG00000226625_RBM17P1	0	0	0	0
ENSG00000226626	NOP56P2	ENSG00000226626_NOP56P2	0	0	0	0
ENSG00000226627	SHANK2-AS1	ENSG00000226627_SHANK2-AS1	0	0	0	0
ENSG00000226629	LINC00974	ENSG00000226629_LINC00974	0	0	0	0
ENSG00000226631	SLC9A3P3	ENSG00000226631_SLC9A3P3	0	0	0	0
ENSG00000226632	UBE2V1P1	ENSG00000226632_UBE2V1P1	2	0	0	0
ENSG00000226633	PPIAP28	ENSG00000226633_PPIAP28	0	0	0	0
ENSG00000226636	AC006020.1	ENSG00000226636_AC006020.1	0	0	0	0
ENSG00000226640	AL357793.1	ENSG00000226640_AL357793.1	0	0	0	0
ENSG00000226641	AL391647.1	ENSG00000226641_AL391647.1	0	0	0	0
ENSG00000226642	ACTG1P12	ENSG00000226642_ACTG1P12	0	0	0	0
ENSG00000226643	AL513314.1	ENSG00000226643_AL513314.1	1	1	0	0
ENSG00000226644	AL121899.1	ENSG00000226644_AL121899.1	4	1	2	3
ENSG00000226645	AP006216.1	ENSG00000226645_AP006216.1	5	0	0	0
ENSG00000226646	RPL7P37	ENSG00000226646_RPL7P37	0	0	0	0
ENSG00000226647	AL365356.1	ENSG00000226647_AL365356.1	0	0	0	0
ENSG00000226648	PLCG1-AS1	ENSG00000226648_PLCG1-AS1	12	6	9	5
ENSG00000226649	AC019118.1	ENSG00000226649_AC019118.1	0	0	0	0
ENSG00000226650	KIF4B	ENSG00000226650_KIF4B	18	1	3	2
ENSG00000226652	PSMD10P2	ENSG00000226652_PSMD10P2	1	0	1	1
ENSG00000226653	OR13Z1P	ENSG00000226653_OR13Z1P	0	0	0	0
ENSG00000226655	AC096732.1	ENSG00000226655_AC096732.1	0	0	0	0
ENSG00000226658	RPL23AP30	ENSG00000226658_RPL23AP30	0	0	0	0
ENSG00000226659	AC021028.1	ENSG00000226659_AC021028.1	0	0	0	0
ENSG00000226660	TRBV2	ENSG00000226660_TRBV2	0	0	0	0
ENSG00000226661	AC004973.1	ENSG00000226661_AC004973.1	0	0	0	0
ENSG00000226662	CHMP1AP1	ENSG00000226662_CHMP1AP1	0	0	0	0
ENSG00000226663	MTND4P10	ENSG00000226663_MTND4P10	0	0	0	0
ENSG00000226664	AL020998.1	ENSG00000226664_AL020998.1	0	0	0	1
ENSG00000226665	SSR1P2	ENSG00000226665_SSR1P2	0	0	0	0
ENSG00000226666	HSPA9P1	ENSG00000226666_HSPA9P1	15	16	13	8
ENSG00000226668	AL136981.1	ENSG00000226668_AL136981.1	0	0	0	0
ENSG00000226669	AL354977.1	ENSG00000226669_AL354977.1	0	0	0	0
ENSG00000226670	BCAS2P3	ENSG00000226670_BCAS2P3	0	0	0	0
ENSG00000226671	AC005008.1	ENSG00000226671_AC005008.1	0	0	0	0
ENSG00000226673	LINC01108	ENSG00000226673_LINC01108	0	0	0	0
ENSG00000226674	TEX41	ENSG00000226674_TEX41	0	0	0	0
ENSG00000226676	LINC02679	ENSG00000226676_LINC02679	1	0	0	0
ENSG00000226677	IGBP1P1	ENSG00000226677_IGBP1P1	2	2	0	0
ENSG00000226679	AL606748.1	ENSG00000226679_AL606748.1	1	0	0	0
ENSG00000226680	AC073311.1	ENSG00000226680_AC073311.1	0	0	0	0
ENSG00000226681	AC020595.1	ENSG00000226681_AC020595.1	0	0	0	0
ENSG00000226683	PWWP2AP1	ENSG00000226683_PWWP2AP1	0	0	0	0
ENSG00000226685	CT47A12	ENSG00000226685_CT47A12	0	0	0	0
ENSG00000226686	LINC01535	ENSG00000226686_LINC01535	0	0	0	0
ENSG00000226688	ENTPD1-AS1	ENSG00000226688_ENTPD1-AS1	736	308	310	495
ENSG00000226690	AC013470.2	ENSG00000226690_AC013470.2	19	22	6	12
ENSG00000226693	NXNP1	ENSG00000226693_NXNP1	0	0	0	0
ENSG00000226694	AL441943.1	ENSG00000226694_AL441943.1	0	0	0	0
ENSG00000226695	ANKRD20A10P	ENSG00000226695_ANKRD20A10P	0	0	0	0
ENSG00000226696	LENG8-AS1	ENSG00000226696_LENG8-AS1	16	14	11	12
ENSG00000226698	AL034380.1	ENSG00000226698_AL034380.1	0	0	0	0
ENSG00000226699	AL360181.1	ENSG00000226699_AL360181.1	0	0	0	0
ENSG00000226700	MTND4P25	ENSG00000226700_MTND4P25	0	0	0	0
ENSG00000226701	RPL15P14	ENSG00000226701_RPL15P14	0	0	0	0
ENSG00000226702	MIR217HG	ENSG00000226702_MIR217HG	0	0	0	0
ENSG00000226703	NPM1P4	ENSG00000226703_NPM1P4	0	0	0	0
ENSG00000226705	SDCBPP1	ENSG00000226705_SDCBPP1	0	0	0	0
ENSG00000226706	AL161452.1	ENSG00000226706_AL161452.1	0	0	0	0
ENSG00000226707	AL359458.1	ENSG00000226707_AL359458.1	0	0	0	0
ENSG00000226708	AC073409.1	ENSG00000226708_AC073409.1	0	0	0	0
ENSG00000226709	FGF12-AS3	ENSG00000226709_FGF12-AS3	0	0	0	0
ENSG00000226711	FAM66C	ENSG00000226711_FAM66C	31	31	15	22
ENSG00000226715	LINC01709	ENSG00000226715_LINC01709	0	0	0	0
ENSG00000226716	AL589986.1	ENSG00000226716_AL589986.1	0	0	0	1
ENSG00000226717	PTPRD-AS2	ENSG00000226717_PTPRD-AS2	0	0	0	0
ENSG00000226718	SNRPGP8	ENSG00000226718_SNRPGP8	0	0	0	0
ENSG00000226721	EEF1DP2	ENSG00000226721_EEF1DP2	1	0	0	3
ENSG00000226722	LINC00424	ENSG00000226722_LINC00424	0	0	0	0
ENSG00000226723	AL513175.1	ENSG00000226723_AL513175.1	0	0	0	2
ENSG00000226724	AC109780.2	ENSG00000226724_AC109780.2	0	0	0	0
ENSG00000226725	PABPC1L2B-AS1	ENSG00000226725_PABPC1L2B-AS1	0	0	0	0
ENSG00000226726	TMEM256P2	ENSG00000226726_TMEM256P2	0	0	0	0
ENSG00000226729	RPL35AP30	ENSG00000226729_RPL35AP30	0	0	0	0
ENSG00000226733	AL138826.1	ENSG00000226733_AL138826.1	0	0	0	0
ENSG00000226734	SNRPGP12	ENSG00000226734_SNRPGP12	0	0	0	0
ENSG00000226739	AL358972.1	ENSG00000226739_AL358972.1	0	0	0	0
ENSG00000226741	LINC02554	ENSG00000226741_LINC02554	0	0	0	0
ENSG00000226742	HSBP1L1	ENSG00000226742_HSBP1L1	837	674	494	651
ENSG00000226744	AC005326.1	ENSG00000226744_AC005326.1	0	0	0	0
ENSG00000226745	AL512599.1	ENSG00000226745_AL512599.1	0	0	0	0
ENSG00000226746	SMCR5	ENSG00000226746_SMCR5	0	0	0	1
ENSG00000226747	FSIP2-AS2	ENSG00000226747_FSIP2-AS2	1	0	2	1
ENSG00000226750	AL360271.2	ENSG00000226750_AL360271.2	0	0	0	0
ENSG00000226751	AF127936.1	ENSG00000226751_AF127936.1	0	0	0	0
ENSG00000226752	CUTALP	ENSG00000226752_CUTALP	252	140	102	84
ENSG00000226753	AL451105.1	ENSG00000226753_AL451105.1	0	0	0	0
ENSG00000226754	AL606760.1	ENSG00000226754_AL606760.1	5	4	1	0
ENSG00000226755	VPS25P1	ENSG00000226755_VPS25P1	0	0	1	0
ENSG00000226756	AC007365.1	ENSG00000226756_AC007365.1	0	0	0	0
ENSG00000226757	AC079341.1	ENSG00000226757_AC079341.1	0	0	0	0
ENSG00000226758	DISC1-IT1	ENSG00000226758_DISC1-IT1	0	0	0	0
ENSG00000226759	DAB1-AS1	ENSG00000226759_DAB1-AS1	0	0	0	0
ENSG00000226761	TAS2R46	ENSG00000226761_TAS2R46	0	0	0	0
ENSG00000226762	LINC02668	ENSG00000226762_LINC02668	0	0	0	0
ENSG00000226763	SRRM5	ENSG00000226763_SRRM5	4	0	4	11
ENSG00000226764	AC010145.1	ENSG00000226764_AC010145.1	0	0	0	0
ENSG00000226765	RPSAP33	ENSG00000226765_RPSAP33	0	0	0	0
ENSG00000226766	FABP7P1	ENSG00000226766_FABP7P1	0	0	0	0
ENSG00000226767	AC114501.1	ENSG00000226767_AC114501.1	0	0	0	0
ENSG00000226769	GAPDHP54	ENSG00000226769_GAPDHP54	0	0	0	0
ENSG00000226770	AC000124.1	ENSG00000226770_AC000124.1	0	0	0	0
ENSG00000226771	AP001136.1	ENSG00000226771_AP001136.1	0	0	0	0
ENSG00000226772	AL021393.1	ENSG00000226772_AL021393.1	0	0	0	0
ENSG00000226773	AL663109.1	ENSG00000226773_AL663109.1	0	0	0	0
ENSG00000226774	AC073910.1	ENSG00000226774_AC073910.1	0	0	0	0
ENSG00000226776	KRTAP3-4P	ENSG00000226776_KRTAP3-4P	0	0	0	0
ENSG00000226777	FAM30A	ENSG00000226777_FAM30A	0	0	0	0
ENSG00000226779	NAALADL2-AS2	ENSG00000226779_NAALADL2-AS2	0	0	0	0
ENSG00000226780	AC244035.1	ENSG00000226780_AC244035.1	0	0	0	0
ENSG00000226781	TBCAP1	ENSG00000226781_TBCAP1	26	23	33	32
ENSG00000226782	AC117465.1	ENSG00000226782_AC117465.1	0	0	0	0
ENSG00000226783	TLK1P1	ENSG00000226783_TLK1P1	0	0	0	0
ENSG00000226784	PGAM4	ENSG00000226784_PGAM4	89	45	38	64
ENSG00000226789	AC110926.1	ENSG00000226789_AC110926.1	0	0	0	0
ENSG00000226790	HNRNPA3P1	ENSG00000226790_HNRNPA3P1	5	2	3	3
ENSG00000226791	LINC02611	ENSG00000226791_LINC02611	0	0	0	0
ENSG00000226792	C13orf42	ENSG00000226792_C13orf42	0	0	0	0
ENSG00000226794	MTND1P20	ENSG00000226794_MTND1P20	0	0	0	0
ENSG00000226797	AC005828.1	ENSG00000226797_AC005828.1	0	0	0	0
ENSG00000226798	AL138749.1	ENSG00000226798_AL138749.1	2	1	4	1
ENSG00000226800	CACTIN-AS1	ENSG00000226800_CACTIN-AS1	1	1	2	7
ENSG00000226801	OSTCP8	ENSG00000226801_OSTCP8	1	1	2	0
ENSG00000226802	AL442647.1	ENSG00000226802_AL442647.1	0	0	0	0
ENSG00000226803	ZNF451-AS1	ENSG00000226803_ZNF451-AS1	1	1	0	1
ENSG00000226804	AL359839.1	ENSG00000226804_AL359839.1	0	0	0	0
ENSG00000226806	AC011893.1	ENSG00000226806_AC011893.1	0	0	0	0
ENSG00000226807	MROH5	ENSG00000226807_MROH5	0	0	0	0
ENSG00000226808	LINC00840	ENSG00000226808_LINC00840	0	0	0	0
ENSG00000226810	AC112198.1	ENSG00000226810_AC112198.1	0	0	0	0
ENSG00000226812	AL117382.1	ENSG00000226812_AL117382.1	0	0	0	0
ENSG00000226813	LINC01941	ENSG00000226813_LINC01941	0	0	0	0
ENSG00000226814	AL035407.1	ENSG00000226814_AL035407.1	0	0	0	0
ENSG00000226816	AC005082.1	ENSG00000226816_AC005082.1	0	0	0	0
ENSG00000226818	SLC6A6P1	ENSG00000226818_SLC6A6P1	0	0	0	0
ENSG00000226819	MEIS1-AS3	ENSG00000226819_MEIS1-AS3	0	0	0	0
ENSG00000226820	AL592049.1	ENSG00000226820_AL592049.1	0	0	0	0
ENSG00000226822	AL390036.1	ENSG00000226822_AL390036.1	0	0	0	0
ENSG00000226823	SUGT1P1	ENSG00000226823_SUGT1P1	17	14	5	12
ENSG00000226824	AC006001.2	ENSG00000226824_AC006001.2	55	48	24	73
ENSG00000226825	LINC01509	ENSG00000226825_LINC01509	0	0	0	0
ENSG00000226827	NPM1P11	ENSG00000226827_NPM1P11	0	0	0	0
ENSG00000226828	AL591885.1	ENSG00000226828_AL591885.1	0	0	0	0
ENSG00000226829	AC093655.1	ENSG00000226829_AC093655.1	0	0	0	0
ENSG00000226831	MED15P3	ENSG00000226831_MED15P3	0	0	0	0
ENSG00000226833	AC092164.1	ENSG00000226833_AC092164.1	15	3	0	0
ENSG00000226835	AC097059.1	ENSG00000226835_AC097059.1	1	2	6	2
ENSG00000226836	AC018437.1	ENSG00000226836_AC018437.1	0	0	0	0
ENSG00000226837	HMGB1P32	ENSG00000226837_HMGB1P32	0	0	0	0
ENSG00000226838	AC096582.1	ENSG00000226838_AC096582.1	0	0	0	0
ENSG00000226839	MTND6P11	ENSG00000226839_MTND6P11	0	0	0	0
ENSG00000226840	PAICSP3	ENSG00000226840_PAICSP3	0	1	0	0
ENSG00000226842	AL158834.1	ENSG00000226842_AL158834.1	0	0	0	0
ENSG00000226843	AL606753.1	ENSG00000226843_AL606753.1	0	0	0	0
ENSG00000226845	EEF1GP3	ENSG00000226845_EEF1GP3	0	0	0	0
ENSG00000226846	LINC00348	ENSG00000226846_LINC00348	0	0	0	0
ENSG00000226847	PRPS1P1	ENSG00000226847_PRPS1P1	0	0	0	0
ENSG00000226849	AL109811.1	ENSG00000226849_AL109811.1	2	0	0	2
ENSG00000226851	AC004112.1	ENSG00000226851_AC004112.1	0	1	0	0
ENSG00000226853	AC010894.2	ENSG00000226853_AC010894.2	4	8	4	2
ENSG00000226854	AL451105.2	ENSG00000226854_AL451105.2	0	0	0	0
ENSG00000226855	RPSAP17	ENSG00000226855_RPSAP17	1	2	1	0
ENSG00000226856	THORLNC	ENSG00000226856_THORLNC	3	0	0	0
ENSG00000226857	DUTP3	ENSG00000226857_DUTP3	0	0	0	0
ENSG00000226859	LINC02051	ENSG00000226859_LINC02051	0	0	0	0
ENSG00000226860	AC109638.1	ENSG00000226860_AC109638.1	0	0	0	0
ENSG00000226861	AL390835.1	ENSG00000226861_AL390835.1	0	0	0	0
ENSG00000226862	AC104463.2	ENSG00000226862_AC104463.2	1	2	0	0
ENSG00000226863	SHROOM2P1	ENSG00000226863_SHROOM2P1	0	0	0	0
ENSG00000226864	ATE1-AS1	ENSG00000226864_ATE1-AS1	11	4	1	3
ENSG00000226867	AC244505.4	ENSG00000226867_AC244505.4	0	0	0	0
ENSG00000226868	AC096637.1	ENSG00000226868_AC096637.1	0	0	0	0
ENSG00000226869	LHFPL3-AS1	ENSG00000226869_LHFPL3-AS1	0	0	0	0
ENSG00000226870	BX276092.2	ENSG00000226870_BX276092.2	0	0	0	0
ENSG00000226871	AC135178.1	ENSG00000226871_AC135178.1	0	0	0	0
ENSG00000226872	AC002472.1	ENSG00000226872_AC002472.1	0	0	0	0
ENSG00000226873	CDY14P	ENSG00000226873_CDY14P	0	0	0	0
ENSG00000226874	AC005154.1	ENSG00000226874_AC005154.1	0	0	2	0
ENSG00000226875	ZNF877P	ENSG00000226875_ZNF877P	0	0	0	0
ENSG00000226876	AC092801.1	ENSG00000226876_AC092801.1	0	0	0	0
ENSG00000226877	AL354733.1	ENSG00000226877_AL354733.1	0	0	0	0
ENSG00000226878	GSTM3P2	ENSG00000226878_GSTM3P2	0	0	0	0
ENSG00000226881	H3F3AP5	ENSG00000226881_H3F3AP5	0	0	0	0
ENSG00000226883	AL035416.1	ENSG00000226883_AL035416.1	0	0	0	0
ENSG00000226884	RPS29P10	ENSG00000226884_RPS29P10	0	0	0	0
ENSG00000226885	E2F6P3	ENSG00000226885_E2F6P3	0	0	0	0
ENSG00000226886	AC093787.1	ENSG00000226886_AC093787.1	0	0	0	0
ENSG00000226887	ERVMER34-1	ENSG00000226887_ERVMER34-1	87	20	28	24
ENSG00000226888	RPLP1P10	ENSG00000226888_RPLP1P10	0	0	0	0
ENSG00000226889	AL359541.1	ENSG00000226889_AL359541.1	0	2	3	1
ENSG00000226890	Z97652.1	ENSG00000226890_Z97652.1	0	0	0	0
ENSG00000226891	LINC01359	ENSG00000226891_LINC01359	1	0	0	0
ENSG00000226899	AL731577.1	ENSG00000226899_AL731577.1	0	0	0	0
ENSG00000226900	AL451069.1	ENSG00000226900_AL451069.1	0	0	0	0
ENSG00000226902	CHCHD2P1	ENSG00000226902_CHCHD2P1	0	0	0	0
ENSG00000226903	LINC00354	ENSG00000226903_LINC00354	0	0	0	0
ENSG00000226904	AL353608.2	ENSG00000226904_AL353608.2	3	1	0	0
ENSG00000226905	AC005040.1	ENSG00000226905_AC005040.1	0	0	0	0
ENSG00000226906	TTTY4	ENSG00000226906_TTTY4	0	0	0	0
ENSG00000226908	HIST1H2BPS3	ENSG00000226908_HIST1H2BPS3	0	0	0	0
ENSG00000226912	ISCA2P1	ENSG00000226912_ISCA2P1	1	1	0	0
ENSG00000226913	BSN-DT	ENSG00000226913_BSN-DT	4	4	0	1
ENSG00000226915	AC068137.1	ENSG00000226915_AC068137.1	0	0	0	0
ENSG00000226917	LINC01276	ENSG00000226917_LINC01276	0	0	0	0
ENSG00000226918	AC010086.1	ENSG00000226918_AC010086.1	0	0	0	0
ENSG00000226919	AL365184.1	ENSG00000226919_AL365184.1	0	0	0	0
ENSG00000226920	AL160004.1	ENSG00000226920_AL160004.1	0	0	0	0
ENSG00000226921	LINC00454	ENSG00000226921_LINC00454	0	0	0	0
ENSG00000226925	IL1R1-AS1	ENSG00000226925_IL1R1-AS1	0	0	0	0
ENSG00000226926	PDZPH1P	ENSG00000226926_PDZPH1P	0	0	0	0
ENSG00000226927	AL451081.1	ENSG00000226927_AL451081.1	0	0	0	0
ENSG00000226928	RPS14P4	ENSG00000226928_RPS14P4	0	0	0	0
ENSG00000226929	CT47A11	ENSG00000226929_CT47A11	0	0	0	0
ENSG00000226930	GTF2IP2	ENSG00000226930_GTF2IP2	0	0	0	0
ENSG00000226933	NRBF2P2	ENSG00000226933_NRBF2P2	0	0	0	0
ENSG00000226935	LINC00161	ENSG00000226935_LINC00161	0	0	0	0
ENSG00000226937	CEP164P1	ENSG00000226937_CEP164P1	0	0	0	0
ENSG00000226938	AC119428.1	ENSG00000226938_AC119428.1	0	0	0	0
ENSG00000226939	AC062021.1	ENSG00000226939_AC062021.1	0	0	0	0
ENSG00000226941	RBMY1J	ENSG00000226941_RBMY1J	0	0	0	0
ENSG00000226942	IL9RP3	ENSG00000226942_IL9RP3	2	0	6	1
ENSG00000226943	ALG1L5P	ENSG00000226943_ALG1L5P	0	0	0	0
ENSG00000226944	AL031847.1	ENSG00000226944_AL031847.1	3	10	0	2
ENSG00000226945	AC098935.1	ENSG00000226945_AC098935.1	0	0	0	0
ENSG00000226946	AC062022.1	ENSG00000226946_AC062022.1	0	0	0	0
ENSG00000226947	LCEP4	ENSG00000226947_LCEP4	0	2	3	3
ENSG00000226948	RPS4XP2	ENSG00000226948_RPS4XP2	0	2	0	0
ENSG00000226949	OR6K5P	ENSG00000226949_OR6K5P	0	0	0	0
ENSG00000226950	DANCR	ENSG00000226950_DANCR	2736	774	1204	1031
ENSG00000226952	AC093019.1	ENSG00000226952_AC093019.1	0	0	0	0
ENSG00000226953	NCKAP5-AS2	ENSG00000226953_NCKAP5-AS2	0	0	0	0
ENSG00000226954	AL023802.1	ENSG00000226954_AL023802.1	1	2	0	2
ENSG00000226955	AC104306.2	ENSG00000226955_AC104306.2	0	0	0	0
ENSG00000226956	AP000432.1	ENSG00000226956_AP000432.1	0	0	0	0
ENSG00000226957	AL358075.1	ENSG00000226957_AL358075.1	0	0	0	0
ENSG00000226960	MTCO1P21	ENSG00000226960_MTCO1P21	0	0	0	0
ENSG00000226961	PPIAP60	ENSG00000226961_PPIAP60	0	0	0	0
ENSG00000226962	RAC1P6	ENSG00000226962_RAC1P6	0	0	0	0
ENSG00000226963	AC078883.2	ENSG00000226963_AC078883.2	0	0	0	0
ENSG00000226964	RHEBP2	ENSG00000226964_RHEBP2	441	279	248	380
ENSG00000226965	AC073114.1	ENSG00000226965_AC073114.1	1	3	0	1
ENSG00000226967	HAUS4P1	ENSG00000226967_HAUS4P1	0	0	0	0
ENSG00000226968	LINC00423	ENSG00000226968_LINC00423	0	0	0	0
ENSG00000226969	AL391845.1	ENSG00000226969_AL391845.1	0	0	0	0
ENSG00000226970	AL450063.1	ENSG00000226970_AL450063.1	0	0	0	2
ENSG00000226971	AL606490.2	ENSG00000226971_AL606490.2	0	0	0	0
ENSG00000226972	RPL12P19	ENSG00000226972_RPL12P19	0	0	0	0
ENSG00000226973	AL512638.1	ENSG00000226973_AL512638.1	0	0	0	0
ENSG00000226976	COX6A1P2	ENSG00000226976_COX6A1P2	110	94	91	128
ENSG00000226977	HMGN1P24	ENSG00000226977_HMGN1P24	0	0	0	0
ENSG00000226978	MAGI2-AS2	ENSG00000226978_MAGI2-AS2	0	0	0	0
ENSG00000226979	LTA	ENSG00000226979_LTA	0	1	2	3
ENSG00000226981	ABHD17AP6	ENSG00000226981_ABHD17AP6	1	0	0	2
ENSG00000226982	CENPCP1	ENSG00000226982_CENPCP1	1	0	0	0
ENSG00000226983	LINC01692	ENSG00000226983_LINC01692	0	0	0	0
ENSG00000226984	AL035410.1	ENSG00000226984_AL035410.1	0	0	0	0
ENSG00000226985	LINC01203	ENSG00000226985_LINC01203	0	0	1	0
ENSG00000226986	AC092017.1	ENSG00000226986_AC092017.1	17	2	9	7
ENSG00000226987	AL157938.1	ENSG00000226987_AL157938.1	0	0	0	2
ENSG00000226989	AL049758.1	ENSG00000226989_AL049758.1	0	0	0	1
ENSG00000226990	AC025946.1	ENSG00000226990_AC025946.1	0	0	0	0
ENSG00000226991	AC140479.1	ENSG00000226991_AC140479.1	0	0	0	0
ENSG00000226992	AC145625.1	ENSG00000226992_AC145625.1	0	0	0	0
ENSG00000226994	AC079352.1	ENSG00000226994_AC079352.1	0	0	0	0
ENSG00000226995	LINC00658	ENSG00000226995_LINC00658	0	0	0	0
ENSG00000226996	AP000477.1	ENSG00000226996_AP000477.1	0	0	0	0
ENSG00000226998	MTATP6P30	ENSG00000226998_MTATP6P30	0	0	0	0
ENSG00000226999	AC073325.2	ENSG00000226999_AC073325.2	0	0	0	0
ENSG00000227000	HSPD1P14	ENSG00000227000_HSPD1P14	0	0	0	0
ENSG00000227001	NBPF2P	ENSG00000227001_NBPF2P	18	29	18	26
ENSG00000227002	SNRPEP10	ENSG00000227002_SNRPEP10	0	0	0	0
ENSG00000227004	AC108032.1	ENSG00000227004_AC108032.1	0	0	0	0
ENSG00000227006	AL136988.2	ENSG00000227006_AL136988.2	0	0	0	0
ENSG00000227007	LINC01247	ENSG00000227007_LINC01247	0	0	0	0
ENSG00000227008	AL009174.1	ENSG00000227008_AL009174.1	84	47	57	74
